"study","college","origin","distance","area","washroom","rent","neighborhood","course"
"Undergrad","Arts and Science","International","15-30 minutes",32,0,810,"2004","ASC-U-002"
"Grad","Medicine","Saskatchewan","30-45 minutes",34.5,1,840,"1025","MED-G-001"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",27.5,0,440,"0011","ASC-U-112"
"Grad","Public Policy","International","30-45 minutes",20,1,520,"1042","POL-G-001"
"Undergrad","Education","International","15-30 minutes",30,0,710,"2020","EDU-U-003"
"Grad","Public Health","Saskatchewan","30-45 minutes",38,0,590,"1053","HEA-G-002"
"Grad","Engineering","Out of Province","30-45 minutes",25,0,600,"1034","ENG-G-002"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",48,0,1390,"2003","ASC-U-055"
"Undergrad","Agriculture & Bioresources","Saskatchewan","30-45 minutes",37.5,0,760,"1036","AGR-U-006"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",17.5,0,480,"1048","ENG-U-017"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",38,1,1120,"1018","ASC-U-052"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",30,0,820,"3002","ASC-U-046"
"Undergrad","Business","Saskatchewan","30-45 minutes",28.5,0,620,"1025","BUS-U-009"
"Grad","Nursing","Saskatchewan","30-45 minutes",36.5,0,880,"1045","NUR-G-005"
"Undergrad","Engineering","Saskatchewan","less than 15 minutes",28.5,0,1040,"3005","ENG-U-002"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",36.5,0,620,"0021","ASC-U-028"
"Undergrad","Arts and Science","Out of Province","15-30 minutes",19.5,1,680,"2003","ASC-U-043"
"Undergrad","Engineering","International","15-30 minutes",33,1,1110,"2034","ENG-U-018"
"Undergrad","Business","International","15-30 minutes",33,1,620,"2018","BUS-U-025"
"Undergrad","Education","Out of Province","30-45 minutes",34,0,610,"1052","EDU-U-011"
"Med Residents","Medicine","Out of Province","more than 45 minutes",36,1,830,"0008","MED-M-003"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",33.5,0,480,"0013","ASC-U-046"
"Undergrad","Business","Saskatchewan","more than 45 minutes",22.5,0,620,"0014","BUS-U-001"
"Undergrad","Arts and Science","International","30-45 minutes",41.5,1,920,"1028","ASC-U-101"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",35,0,620,"0021","ASC-U-006"
"Undergrad","Veterinary Medicine","International","15-30 minutes",21.5,1,670,"2030","VET-U-001"
"Undergrad","Business","Saskatchewan","more than 45 minutes",33,0,520,"0001","BUS-U-008"
"Undergrad","Law","Saskatchewan","15-30 minutes",29.5,1,740,"2025","LAW-U-001"
"Undergrad","Agriculture & Bioresources","Saskatchewan","less than 15 minutes",39.5,1,1720,"3005","AGR-U-021"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",36.5,0,660,"1040","ASC-U-091"
"Undergrad","Nursing","Saskatchewan","15-30 minutes",23.5,0,570,"2025","NUR-U-001"
"Undergrad","Engineering","International","30-45 minutes",43.5,1,1130,"1045","ENG-U-021"
"Undergrad","Arts and Science","Out of Province","less than 15 minutes",31.5,0,860,"3007","ASC-U-106"
"Grad","Medicine","Out of Province","30-45 minutes",32,0,780,"1049","MED-G-001"
"Undergrad","Arts and Science","International","15-30 minutes",36.5,0,830,"2016","ASC-U-098"
"Undergrad","Education","International","less than 15 minutes",31,1,1410,"3002","EDU-U-012"
"Undergrad","Engineering","Saskatchewan","15-30 minutes",19.5,0,550,"2016","ENG-U-009"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",24,1,660,"2029","ASC-U-077"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",32.5,1,1040,"1038","ASC-U-130"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",47.5,0,1200,"1029","ASC-U-019"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",32.5,0,710,"1048","ASC-U-094"
"Undergrad","Nursing","Saskatchewan","less than 15 minutes",28.5,0,800,"3006","NUR-U-019"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",28,0,730,"1024","ASC-U-136"
"Grad","Nursing","Saskatchewan","30-45 minutes",34,1,820,"1053","NUR-G-003"
"Grad","Agriculture & Bioresources","Out of Province","30-45 minutes",32,0,720,"1006","AGR-G-002"
"Undergrad","Business","Saskatchewan","30-45 minutes",26.5,0,590,"1018","BUS-U-003"
"Undergrad","Arts and Science","Out of Province","more than 45 minutes",32.5,0,500,"0015","ASC-U-110"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",23,0,380,"0004","ASC-U-136"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",30,1,780,"1035","ASC-U-042"
"Undergrad","Arts and Science","International","15-30 minutes",24.5,1,730,"2021","ASC-U-022"
"Undergrad","Arts and Science","International","30-45 minutes",22.5,0,570,"1013","ASC-U-016"
"Undergrad","Business","Out of Province","less than 15 minutes",30,0,1060,"3002","BUS-U-027"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",21,0,620,"3007","ASC-U-052"
"Undergrad","Education","Out of Province","more than 45 minutes",36.5,0,460,"0012","EDU-U-022"
"Grad","Agriculture & Bioresources","Out of Province","30-45 minutes",29,1,790,"1023","AGR-G-002"
"Undergrad","Business","Saskatchewan","15-30 minutes",31.5,0,790,"2029","BUS-U-025"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",18,0,350,"1020","ASC-U-096"
"Undergrad","Education","Saskatchewan","more than 45 minutes",26.5,0,580,"0016","EDU-U-021"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",39.5,1,1140,"2028","ASC-U-116"
"Undergrad","Medicine","Saskatchewan","30-45 minutes",26,1,670,"1038","MED-U-003"
"Undergrad","Law","Saskatchewan","30-45 minutes",34.5,1,810,"1018","LAW-U-001"
"Undergrad","Education","Saskatchewan","30-45 minutes",18.5,0,490,"1036","EDU-U-015"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",31.5,0,620,"1031","ASC-U-055"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",19.5,1,440,"1033","ASC-U-025"
"Undergrad","Agriculture & Bioresources","International","less than 15 minutes",30,0,720,"3010","AGR-U-024"
"Undergrad","Education","Saskatchewan","less than 15 minutes",32,0,870,"3004","EDU-U-018"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",22,0,530,"2035","ASC-U-038"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",31,0,620,"2023","ASC-U-058"
"Grad","Medicine","Out of Province","15-30 minutes",36,0,900,"2004","MED-G-002"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",26,1,420,"1028","ASC-U-086"
"Undergrad","Engineering","Out of Province","30-45 minutes",26,0,620,"1007","ENG-U-010"
"Grad","Nursing","Saskatchewan","more than 45 minutes",24.5,1,590,"0021","NUR-G-003"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",22,0,450,"1044","ASC-U-112"
"Undergrad","Business","Saskatchewan","15-30 minutes",34,0,860,"2034","BUS-U-004"
"Grad","Agriculture & Bioresources","International","15-30 minutes",35,1,810,"2027","AGR-G-002"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",20,0,630,"1034","ASC-U-028"
"Undergrad","Business","Saskatchewan","30-45 minutes",38.5,0,790,"1023","BUS-U-032"
"Undergrad","Agriculture & Bioresources","Saskatchewan","more than 45 minutes",28.5,0,470,"0008","AGR-U-009"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",17.5,0,640,"1054","ASC-U-110"
"Undergrad","Business","Saskatchewan","more than 45 minutes",52,0,1060,"0004","BUS-U-024"
"Undergrad","Law","Saskatchewan","30-45 minutes",34,1,800,"1053","LAW-U-005"
"Undergrad","Business","International","30-45 minutes",30.5,1,790,"1026","BUS-U-002"
"Grad","Others","Saskatchewan","30-45 minutes",27,1,730,"1002","OTH-G-001"
"Undergrad","Veterinary Medicine","Saskatchewan","30-45 minutes",32.5,0,580,"1014","VET-U-001"
"Undergrad","Engineering","Saskatchewan","more than 45 minutes",31,1,710,"0007","ENG-U-023"
"Undergrad","Agriculture & Bioresources","Saskatchewan","30-45 minutes",31.5,1,880,"1035","AGR-U-019"
"Undergrad","Kinesiology","Saskatchewan","30-45 minutes",25,0,460,"1049","KIN-U-007"
"Grad","Education","Saskatchewan","30-45 minutes",31,1,720,"1013","EDU-G-008"
"Undergrad","Arts and Science","International","more than 45 minutes",35,1,750,"0021","ASC-U-056"
"Grad","Medicine","International","more than 45 minutes",28.5,0,550,"0017","MED-G-004"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",28.5,0,450,"2024","ASC-U-002"
"Undergrad","Medicine","Saskatchewan","15-30 minutes",37.5,0,790,"2034","MED-U-006"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",23,0,620,"3010","ASC-U-043"
"Undergrad","Agriculture & Bioresources","International","more than 45 minutes",28.5,1,600,"0006","AGR-U-020"
"Undergrad","Arts and Science","Out of Province","more than 45 minutes",35.5,1,770,"0021","ASC-U-138"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",28,0,500,"2014","ASC-U-056"
"Grad","Arts and Science","Saskatchewan","15-30 minutes",32,0,900,"2017","ASC-G-001"
"Grad","Arts and Science","International","more than 45 minutes",34.5,0,710,"0016","ASC-G-012"
"Undergrad","Engineering","Saskatchewan","less than 15 minutes",25,0,760,"3008","ENG-U-013"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",46.5,0,860,"1026","ASC-U-055"
"Grad","Business","Saskatchewan","more than 45 minutes",36,0,580,"0008","BUS-G-001"
"Undergrad","Dentistry","Saskatchewan","more than 45 minutes",27,1,680,"0011","DEN-U-003"
"Undergrad","Arts and Science","International","15-30 minutes",35,0,1090,"2008","ASC-U-027"
"Non-degree","Arts and Science","Saskatchewan","15-30 minutes",39.5,1,1170,"2027","ASC-N-002"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",23,1,480,"0005","ASC-U-074"
"Undergrad","Agriculture & Bioresources","Saskatchewan","15-30 minutes",27.5,1,820,"2029","AGR-U-023"
"Undergrad","Nursing","Saskatchewan","more than 45 minutes",40,0,700,"0014","NUR-U-021"
"Undergrad","Business","Saskatchewan","15-30 minutes",33.5,0,870,"2013","BUS-U-035"
"Grad","Public Policy","International","15-30 minutes",41,0,1280,"2031","POL-G-001"
"Undergrad","Education","Saskatchewan","15-30 minutes",20.5,1,610,"2032","EDU-U-016"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",36.5,0,1090,"2029","ASC-U-044"
"Grad","Medicine","Out of Province","less than 15 minutes",38,0,840,"3005","MED-G-003"
"Undergrad","Dentistry","Saskatchewan","30-45 minutes",36,1,740,"1044","DEN-U-001"
"Undergrad","Business","Saskatchewan","less than 15 minutes",32,1,1240,"3009","BUS-U-021"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",29,0,490,"1017","ASC-U-068"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",28,1,730,"1053","ASC-U-007"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",35.5,1,850,"1035","ASC-U-060"
"Grad","Veterinary Medicine","Saskatchewan","30-45 minutes",27.5,1,670,"1014","VET-G-004"
"Undergrad","Business","International","more than 45 minutes",17,0,550,"0014","BUS-U-010"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",40.5,1,850,"0022","ASC-U-031"
"Undergrad","Engineering","International","30-45 minutes",32,0,620,"1025","ENG-U-018"
"Undergrad","Nursing","Saskatchewan","more than 45 minutes",30,1,610,"0011","NUR-U-001"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",34,0,630,"1053","ASC-U-134"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",30,0,760,"2013","ASC-U-120"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",28.5,1,830,"2032","ASC-U-074"
"Undergrad","Arts and Science","Out of Province","more than 45 minutes",23,0,630,"0018","ASC-U-038"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",33,1,490,"0016","ASC-U-041"
"Grad","Arts and Science","International","30-45 minutes",31,0,600,"1036","ASC-G-015"
"Undergrad","Business","Saskatchewan","30-45 minutes",31.5,1,1750,"1023","BUS-U-034"
"Undergrad","Engineering","Out of Province","15-30 minutes",29,1,820,"2016","ENG-U-017"
"Grad","Arts and Science","Saskatchewan","30-45 minutes",32,0,750,"1035","ASC-G-013"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",31.5,0,750,"2020","ASC-U-129"
"Undergrad","Arts and Science","International","15-30 minutes",37.5,1,1380,"2004","ASC-U-073"
"Undergrad","Business","Saskatchewan","less than 15 minutes",31.5,1,1280,"3003","BUS-U-005"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",28.5,0,500,"1015","ENG-U-012"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",41.5,0,1220,"1014","ASC-U-095"
"Grad","Public Policy","Out of Province","15-30 minutes",30,0,500,"2014","POL-G-001"
"Undergrad","Agriculture & Bioresources","Saskatchewan","less than 15 minutes",32.5,0,1070,"3008","AGR-U-020"
"Undergrad","Nursing","International","15-30 minutes",30,0,810,"2021","NUR-U-002"
"Undergrad","Education","Saskatchewan","more than 45 minutes",33.5,0,710,"0013","EDU-U-007"
"Grad","Arts and Science","International","30-45 minutes",34.5,1,770,"1004","ASC-G-014"
"Med Residents","Medicine","Out of Province","30-45 minutes",40,0,820,"1032","MED-M-001"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",26,1,560,"1004","ASC-U-054"
"Grad","Environment & Sustainability","Saskatchewan","15-30 minutes",21.5,1,710,"2022","ENV-G-002"
"Undergrad","Business","International","more than 45 minutes",36.5,1,900,"0017","BUS-U-025"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",35.5,1,1030,"1045","ASC-U-108"
"Undergrad","Education","Saskatchewan","15-30 minutes",30,0,650,"2037","EDU-U-016"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",34,0,690,"1008","ASC-U-105"
"Undergrad","Business","Saskatchewan","15-30 minutes",33,1,850,"2031","BUS-U-030"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",40,0,760,"1018","ENG-U-013"
"Undergrad","Arts and Science","International","more than 45 minutes",30.5,0,570,"0008","ASC-U-108"
"Med Residents","Medicine","International","30-45 minutes",30.5,0,620,"1005","MED-M-005"
"Undergrad","Education","Saskatchewan","30-45 minutes",34,0,700,"1043","EDU-U-021"
"Grad","Arts and Science","Out of Province","15-30 minutes",23.5,1,640,"2032","ASC-G-001"
"Undergrad","Law","Saskatchewan","15-30 minutes",31.5,0,1280,"2016","LAW-U-002"
"Undergrad","Kinesiology","Saskatchewan","30-45 minutes",36.5,0,660,"1038","KIN-U-010"
"Grad","Education","Saskatchewan","30-45 minutes",18.5,1,360,"1038","EDU-G-004"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",34,0,820,"3009","ASC-U-013"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",34.5,1,1170,"2006","ASC-U-107"
"Grad","Medicine","Saskatchewan","15-30 minutes",24,0,540,"2006","MED-G-003"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",32,1,1730,"3006","ASC-U-134"
"Undergrad","Medicine","International","15-30 minutes",33.5,1,900,"2005","MED-U-007"
"Undergrad","Kinesiology","Saskatchewan","15-30 minutes",29.5,0,870,"2019","KIN-U-004"
"Grad","Agriculture & Bioresources","Saskatchewan","30-45 minutes",43.5,0,790,"1043","AGR-G-002"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",28.5,0,510,"0004","ASC-U-089"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",30,1,860,"1051","ASC-U-005"
"Undergrad","Engineering","Out of Province","30-45 minutes",23,0,470,"1035","ENG-U-023"
"Grad","Education","Saskatchewan","15-30 minutes",34.5,1,970,"2015","EDU-G-008"
"Undergrad","Business","Out of Province","more than 45 minutes",38,1,770,"0005","BUS-U-035"
"Undergrad","Arts and Science","International","15-30 minutes",32,0,880,"2003","ASC-U-062"
"Undergrad","Business","Saskatchewan","30-45 minutes",31,1,850,"1033","BUS-U-008"
"Undergrad","Arts and Science","International","30-45 minutes",28.5,1,530,"1005","ASC-U-036"
"Undergrad","Arts and Science","International","15-30 minutes",25.5,1,840,"2002","ASC-U-003"
"Undergrad","Business","Out of Province","15-30 minutes",35,1,1480,"2015","BUS-U-009"
"Undergrad","Business","Saskatchewan","30-45 minutes",27.5,0,520,"1052","BUS-U-010"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",39.5,0,870,"1030","ASC-U-096"
"Undergrad","Arts and Science","International","more than 45 minutes",37,1,640,"0008","ASC-U-036"
"Undergrad","Nursing","Saskatchewan","more than 45 minutes",29.5,0,400,"0014","NUR-U-008"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",46.5,0,1050,"1009","ASC-U-043"
"Undergrad","Agriculture & Bioresources","Saskatchewan","15-30 minutes",18,0,450,"2014","AGR-U-007"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",48.5,0,720,"1036","ENG-U-019"
"Undergrad","Engineering","Saskatchewan","more than 45 minutes",22.5,0,350,"0010","ENG-U-022"
"Grad","Arts and Science","Saskatchewan","30-45 minutes",23,1,620,"1037","ASC-G-003"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",39.5,0,1940,"2027","ASC-U-001"
"Undergrad","Business","Out of Province","30-45 minutes",29,0,780,"1006","BUS-U-006"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",38.5,1,1200,"1008","ASC-U-058"
"Undergrad","Business","Out of Province","less than 15 minutes",17.5,1,690,"3010","BUS-U-018"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",19.5,1,780,"2013","ASC-U-084"
"Undergrad","Arts and Science","Out of Province","15-30 minutes",30,0,640,"2021","ASC-U-055"
"Undergrad","Business","Saskatchewan","30-45 minutes",40.5,0,830,"1015","BUS-U-032"
"Med Residents","Medicine","Out of Province","more than 45 minutes",29.5,0,620,"0008","MED-M-001"
"Undergrad","Education","International","more than 45 minutes",37,0,690,"0005","EDU-U-002"
"Undergrad","Education","Saskatchewan","30-45 minutes",30,1,740,"1051","EDU-U-022"
"Grad","Nursing","International","30-45 minutes",33.5,0,900,"1032","NUR-G-001"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",25,1,580,"1002","ASC-U-110"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",29.5,0,690,"1048","ASC-U-019"
"Grad","Arts and Science","Saskatchewan","30-45 minutes",39,1,820,"1010","ASC-G-012"
"Undergrad","Business","Saskatchewan","30-45 minutes",28,1,720,"1034","BUS-U-005"
"Undergrad","Pharmacy & Nutrition","Saskatchewan","30-45 minutes",23,0,420,"1029","PHARM-U-003"
"Undergrad","Kinesiology","Saskatchewan","15-30 minutes",32,1,890,"2017","KIN-U-010"
"Grad","Arts and Science","International","more than 45 minutes",35,1,630,"0018","ASC-G-006"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",24,0,450,"1025","ASC-U-047"
"Undergrad","Arts and Science","International","30-45 minutes",33,0,760,"1012","ASC-U-097"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",21.5,0,430,"0006","ASC-U-128"
"Undergrad","Pharmacy & Nutrition","Saskatchewan","30-45 minutes",52.5,0,1060,"1023","PHARM-U-003"
"Grad","Engineering","Saskatchewan","30-45 minutes",18,1,440,"1001","ENG-G-001"
